Date,Pressure,Temperature,Tpot (K),Tdew (degC),Humidity,VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),Anomaly
2009-08-15 16:10:00,989.27,27.53,301.62,10.32,34.1,36.83,12.56,24.27,7.94,12.7,1140.6,2.67,4.63,201.3,True
2009-08-15 16:20:00,989.12,27.7,301.8,10.46,34.09,37.2,12.68,24.52,8.01,12.82,1139.73,2.86,4.5,234.2,True
2009-08-15 16:30:00,989.11,27.55,301.65,10.23,33.85,36.88,12.48,24.39,7.89,12.62,1140.38,3.94,5.63,232.1,True
2009-08-15 16:40:00,989.1,27.37,301.47,10.2,34.14,36.49,12.46,24.03,7.87,12.59,1141.06,2.71,5.38,227.0,True
2009-08-15 16:50:00,989.07,27.31,301.42,10.61,35.22,36.36,12.81,23.56,8.09,12.95,1141.1,3.04,5.25,232.7,True
2009-08-15 17:00:00,988.98,27.39,301.5,10.84,35.6,36.53,13.01,23.53,8.22,13.15,1140.6,3.67,5.25,209.5,True
2009-08-15 17:10:00,988.88,27.39,301.51,10.89,35.71,36.53,13.05,23.49,8.25,13.19,1140.47,3.82,5.38,215.7,True
2009-08-15 17:20:00,988.93,27.35,301.47,10.65,35.23,36.45,12.84,23.61,8.12,12.98,1140.77,3.48,5.0,218.4,True
2009-08-15 17:30:00,988.89,27.42,301.54,10.54,34.82,36.6,12.74,23.85,8.05,12.89,1140.5,3.58,5.38,220.9,True
2009-08-15 17:40:00,988.86,27.36,301.48,10.48,34.81,36.47,12.69,23.77,8.02,12.84,1140.72,3.08,4.75,215.4,True
2009-08-15 17:50:00,988.88,27.23,301.35,10.45,35.0,36.19,12.67,23.52,8.01,12.81,1141.24,3.25,4.88,218.6,True
2009-08-15 18:00:00,988.86,27.06,301.18,10.68,35.9,35.83,12.86,22.97,8.13,13.01,1141.78,2.35,3.5,224.8,True
2009-08-15 18:10:00,988.87,26.86,300.98,10.47,35.83,35.42,12.69,22.73,8.02,12.83,1142.63,2.87,3.63,226.9,True
2009-08-15 18:20:00,988.86,26.55,300.67,10.66,36.94,34.78,12.85,21.93,8.12,12.99,1143.73,2.45,3.38,226.1,True
2009-08-16 10:30:00,988.98,26.56,300.67,12.85,42.69,34.8,14.85,19.94,9.4,15.02,1142.95,3.83,5.75,211.5,True
2009-08-16 10:40:00,988.98,26.5,300.61,12.83,42.78,34.67,14.83,19.84,9.38,15.0,1143.19,3.72,6.13,210.5,True
2009-08-16 10:50:00,988.96,26.66,300.77,12.77,42.2,35.0,14.77,20.23,9.34,14.94,1142.58,3.55,6.25,211.5,True
2009-08-16 11:00:00,988.97,26.68,300.79,12.62,41.74,35.04,14.63,20.42,9.25,14.79,1142.58,3.32,6.25,219.3,True
2009-08-16 11:10:00,988.89,27.0,301.12,12.79,41.44,35.71,14.8,20.91,9.36,14.96,1141.2,2.59,5.88,195.4,True
2009-08-16 11:20:00,988.75,27.65,301.78,12.77,39.84,37.09,14.78,22.31,9.35,14.95,1138.58,2.84,6.5,221.9,True
2009-08-16 11:30:00,988.69,27.55,301.69,12.73,39.96,36.88,14.74,22.14,9.32,14.9,1138.9,3.11,5.25,242.3,True
2009-08-16 11:40:00,988.63,27.68,301.83,12.93,40.18,37.16,14.93,22.23,9.45,15.1,1138.26,3.42,6.25,199.8,True
2009-08-16 11:50:00,988.57,27.85,302.0,12.63,39.0,37.53,14.64,22.89,9.26,14.8,1137.67,4.26,7.13,198.6,True
2009-08-16 12:00:00,988.49,27.88,302.04,12.63,38.95,37.59,14.64,22.95,9.27,14.81,1137.46,5.39,8.0,205.7,True
2009-08-16 12:10:00,988.43,27.98,302.14,12.66,38.8,37.81,14.67,23.14,9.28,14.84,1137.01,4.52,7.5,205.7,True
2009-08-16 12:20:00,988.38,28.29,302.46,12.71,38.23,38.5,14.72,23.78,9.31,14.89,1135.76,4.5,6.38,221.4,True
2009-08-16 12:30:00,988.29,28.56,302.74,12.72,37.66,39.11,14.73,24.38,9.32,14.9,1134.63,3.87,6.63,208.1,True
2009-08-16 12:40:00,988.2,28.65,302.84,12.46,36.83,39.31,14.48,24.83,9.16,14.65,1134.3,5.11,7.0,198.1,True
2009-08-16 12:50:00,988.12,28.73,302.92,12.65,37.12,39.49,14.66,24.83,9.28,14.84,1133.83,5.18,8.13,205.6,True
2009-08-16 13:00:00,988.05,28.7,302.9,12.72,37.35,39.43,14.73,24.7,9.32,14.9,1133.83,5.56,9.0,203.4,True
2009-08-16 13:10:00,988.0,28.9,303.1,12.77,37.05,39.88,14.78,25.11,9.36,14.96,1133.0,4.69,7.75,203.4,True
2009-08-16 13:20:00,987.89,29.01,303.22,12.86,37.02,40.14,14.86,25.28,9.41,15.04,1132.42,5.4,8.5,210.6,True
2009-08-16 13:30:00,987.81,29.11,303.33,12.93,36.97,40.37,14.93,25.45,9.45,15.11,1131.93,4.13,7.25,195.0,True
2009-08-16 13:40:00,987.72,29.46,303.69,13.01,36.44,41.19,15.01,26.18,9.51,15.2,1130.48,4.74,8.38,214.4,True
2009-08-16 13:50:00,987.72,29.74,303.97,13.04,35.93,41.86,15.04,26.82,9.53,15.23,1129.42,3.35,6.38,229.5,True
2009-08-16 14:00:00,987.66,29.9,304.14,12.75,34.92,42.25,14.75,27.49,9.34,14.94,1128.88,3.99,6.13,221.4,True
2009-08-16 14:10:00,987.67,29.96,304.2,11.96,33.03,42.39,14.0,28.39,8.87,14.18,1129.0,3.46,5.5,277.2,True
2009-08-16 14:20:00,987.58,29.9,304.15,12.26,33.82,42.25,14.29,27.96,9.05,14.47,1128.99,3.8,6.0,228.4,True
2009-08-16 14:30:00,987.58,29.74,303.98,12.56,34.8,41.86,14.57,27.29,9.23,14.75,1129.47,3.53,7.13,220.9,True
2009-08-16 14:40:00,987.51,30.03,304.28,12.42,33.93,42.56,14.44,28.12,9.15,14.62,1128.36,3.69,6.75,235.7,True
2009-08-16 14:50:00,987.44,29.85,304.11,12.8,35.14,42.13,14.8,27.32,9.38,14.99,1128.79,2.82,5.0,223.2,True
2009-08-16 15:00:00,987.44,30.33,304.59,12.86,34.33,43.3,14.87,28.44,9.42,15.05,1126.98,3.58,6.5,231.6,True
2009-08-16 15:10:00,987.37,30.07,304.33,12.63,34.31,42.66,14.64,28.02,9.27,14.82,1127.97,3.92,6.0,213.5,True
2009-08-16 15:20:00,987.34,30.11,304.38,12.84,34.71,42.76,14.84,27.92,9.4,15.03,1127.69,4.87,7.5,221.3,True
2009-08-16 15:30:00,987.32,29.98,304.25,12.71,34.67,42.44,14.71,27.73,9.32,14.9,1128.21,4.72,7.0,222.1,True
2009-08-16 15:40:00,987.22,30.06,304.34,12.24,33.46,42.64,14.27,28.37,9.04,14.45,1127.99,4.93,8.5,217.7,True
2009-08-16 15:50:00,987.17,30.02,304.3,12.76,34.71,42.54,14.77,27.77,9.36,14.96,1127.87,5.17,8.38,208.2,True
2009-08-16 16:00:00,987.11,30.04,304.33,12.96,35.13,42.59,14.96,27.63,9.48,15.16,1127.64,5.35,7.63,218.6,True
2009-08-16 16:10:00,987.07,30.09,304.38,12.58,34.17,42.71,14.59,28.12,9.25,14.79,1127.57,4.75,8.13,216.1,True
2009-08-16 16:20:00,987.1,30.33,304.62,12.55,33.63,43.3,14.56,28.74,9.23,14.75,1126.72,3.34,5.38,224.6,True
2009-08-16 16:30:00,987.01,30.31,304.61,13.37,35.52,43.25,15.36,27.89,9.74,15.57,1126.35,5.68,10.63,212.3,True
2009-08-16 16:40:00,987.07,29.97,304.26,13.24,35.91,42.42,15.23,27.19,9.65,15.43,1127.73,3.97,7.75,230.7,True
2009-08-16 16:50:00,987.0,29.91,304.21,13.47,36.59,42.27,15.47,26.8,9.81,15.67,1127.77,3.54,5.88,222.8,True
2009-08-16 17:00:00,986.91,30.11,304.42,13.66,36.61,42.76,15.65,27.11,9.93,15.86,1126.85,2.77,5.63,218.4,True
2009-08-16 17:10:00,986.91,29.89,304.19,13.5,36.69,42.22,15.49,26.73,9.82,15.7,1127.73,3.97,6.13,227.9,True
2009-08-16 17:20:00,986.89,29.24,303.54,13.4,37.86,40.67,15.4,25.28,9.76,15.6,1130.18,3.14,5.0,222.3,True
2009-08-16 17:30:00,986.83,28.85,303.16,13.62,39.28,39.77,15.62,24.15,9.91,15.83,1131.47,2.4,4.5,218.4,True
2009-08-16 17:40:00,986.77,28.66,302.97,13.81,40.19,39.33,15.81,23.53,10.03,16.02,1132.03,2.32,3.25,215.1,True
2009-08-16 17:50:00,986.68,28.65,302.97,13.89,40.43,39.31,15.89,23.42,10.08,16.11,1131.93,2.93,4.5,213.2,True
2009-08-16 18:00:00,986.65,28.49,302.81,14.19,41.62,38.95,16.21,22.74,10.28,16.43,1132.35,2.24,3.38,213.1,True
2009-08-16 18:10:00,986.75,28.23,302.54,14.06,41.88,38.37,16.07,22.3,10.19,16.28,1133.51,2.23,4.5,237.0,True
2009-08-16 18:20:00,986.79,28.09,302.4,13.89,41.77,38.05,15.9,22.16,10.08,16.11,1134.16,1.15,1.88,253.6,True
2009-08-16 18:30:00,986.89,28.0,302.3,13.78,41.69,37.86,15.78,22.07,10.01,15.99,1134.66,1.57,3.63,242.2,True
2009-08-16 18:40:00,986.9,27.87,302.17,13.58,41.46,37.57,15.58,21.99,9.88,15.78,1135.25,2.15,3.25,243.6,True
2009-08-16 18:50:00,986.83,27.51,301.81,13.66,42.56,36.79,15.66,21.13,9.93,15.87,1136.5,1.34,1.88,245.7,True
2009-08-16 19:00:00,986.86,27.3,301.6,13.46,42.54,36.34,15.46,20.88,9.8,15.67,1137.41,1.77,2.5,258.1,True
2009-08-16 19:10:00,986.96,27.13,301.42,13.31,42.53,35.98,15.3,20.68,9.7,15.5,1138.24,2.07,2.88,249.1,True
2009-08-16 19:20:00,986.9,26.81,301.1,13.24,43.15,35.31,15.24,20.07,9.66,15.44,1139.41,1.83,2.5,260.7,True
2009-08-16 19:30:00,986.89,26.7,300.99,13.17,43.24,35.08,15.17,19.91,9.62,15.37,1139.85,2.02,2.38,256.5,True
2009-08-16 19:40:00,986.9,26.44,300.73,13.32,44.32,34.55,15.31,19.24,9.71,15.52,1140.79,2.24,3.0,252.7,True
2009-08-17 13:00:00,986.58,26.52,300.84,14.97,49.11,34.71,17.05,17.67,10.82,17.28,1139.35,2.87,6.75,243.1,True
2009-08-17 13:10:00,986.49,27.2,301.53,15.34,48.31,36.13,17.45,18.67,11.08,17.69,1136.49,2.83,6.25,237.8,True
2009-08-17 13:20:00,986.29,27.44,301.79,15.32,47.58,36.64,17.43,19.21,11.07,17.68,1135.36,4.23,8.88,225.7,True
2009-08-17 13:30:00,986.19,27.56,301.92,15.15,46.74,36.9,17.25,19.65,10.95,17.49,1134.87,4.69,10.0,219.7,True
2009-08-17 13:40:00,986.15,27.33,301.69,15.19,47.48,36.4,17.28,19.12,10.97,17.53,1135.68,4.86,8.38,219.2,True
2009-08-17 13:50:00,986.1,26.99,301.35,15.47,49.32,35.69,17.6,18.09,11.18,17.85,1136.77,4.79,8.13,222.7,True
2009-08-17 14:00:00,986.1,26.95,301.31,15.5,49.53,35.6,17.63,17.97,11.2,17.88,1136.9,3.68,5.75,224.2,True
2009-08-17 14:10:00,985.95,26.87,301.25,15.51,49.81,35.44,17.65,17.79,11.21,17.9,1137.02,3.08,5.25,225.1,True
2009-08-17 14:20:00,985.87,27.36,301.75,15.42,48.12,36.47,17.55,18.92,11.15,17.8,1135.12,4.38,7.13,214.1,True
2009-08-17 14:30:00,985.8,26.93,301.32,15.38,49.22,35.56,17.5,18.06,11.12,17.76,1136.69,3.45,5.5,246.9,True
2009-08-17 14:40:00,985.68,27.21,301.61,15.5,48.78,36.15,17.63,18.52,11.2,17.89,1135.43,3.19,6.25,209.8,True
2009-08-17 14:50:00,985.51,27.65,302.07,15.56,47.74,37.09,17.71,19.38,11.25,17.97,1133.54,4.83,7.88,210.0,True
2009-08-17 15:00:00,985.37,27.7,302.13,15.66,47.9,37.2,17.82,19.38,11.33,18.08,1133.14,4.48,7.38,219.0,True
2009-08-17 15:10:00,985.25,27.48,301.92,15.66,48.53,36.73,17.82,18.9,11.33,18.09,1133.83,3.18,5.63,226.0,True
2009-08-17 15:20:00,985.06,27.59,302.05,15.64,48.15,36.96,17.8,19.16,11.31,18.07,1133.21,4.32,6.13,211.3,True
2009-08-17 15:30:00,984.93,27.93,302.4,15.52,46.84,37.7,17.66,20.04,11.23,17.93,1131.84,5.17,9.25,216.5,True
2009-08-17 15:40:00,984.75,28.13,302.62,15.52,46.29,38.14,17.66,20.49,11.23,17.93,1130.88,5.63,8.75,216.1,True
2009-08-17 15:50:00,984.63,28.18,302.68,15.48,46.04,38.25,17.61,20.64,11.2,17.89,1130.57,4.82,7.5,213.4,True
2009-08-17 16:00:00,984.42,28.06,302.58,15.51,46.47,37.99,17.65,20.34,11.23,17.93,1130.76,4.27,7.13,213.2,True
2009-08-17 16:10:00,984.31,27.85,302.37,15.56,47.18,37.53,17.71,19.82,11.26,17.99,1131.4,3.97,5.25,204.0,True
2009-08-17 16:20:00,984.12,28.36,302.9,15.67,46.12,38.66,17.83,20.83,11.35,18.12,1129.21,2.54,4.75,208.0,True
2009-08-17 16:30:00,984.07,28.48,303.03,15.78,46.14,38.93,17.96,20.97,11.43,18.25,1128.65,4.41,6.63,210.1,True
2009-08-17 16:40:00,984.09,28.01,302.55,15.81,47.51,37.88,18.0,19.88,11.45,18.29,1130.42,4.09,8.38,206.8,True
2009-08-19 13:20:00,995.53,26.35,299.89,11.62,39.86,34.37,13.7,20.67,8.6,13.76,1151.88,2.24,4.38,92.5,True
2009-08-19 13:30:00,995.49,26.4,299.95,11.65,39.81,34.47,13.72,20.75,8.62,13.78,1151.62,1.68,3.88,94.5,True
2009-08-19 13:40:00,995.46,26.57,300.12,11.58,39.23,34.82,13.66,21.16,8.58,13.72,1150.97,3.21,4.75,119.1,True
2009-08-19 13:50:00,995.31,26.64,300.2,11.54,38.96,34.96,13.62,21.34,8.56,13.68,1150.54,2.03,3.25,63.17,True
2009-08-19 14:00:00,995.27,26.91,300.48,11.77,38.93,35.52,13.83,21.69,8.69,13.89,1149.37,3.09,6.0,105.5,True
2009-08-19 14:10:00,995.18,26.99,300.57,11.67,38.5,35.69,13.74,21.95,8.63,13.81,1148.99,2.29,4.25,80.4,True
2009-08-19 14:20:00,995.05,27.1,300.69,11.75,38.46,35.92,13.81,22.1,8.68,13.88,1148.39,1.59,3.38,44.58,True
2009-08-19 14:30:00,995.02,27.43,301.02,11.84,37.96,36.62,13.9,22.72,8.74,13.97,1147.06,1.9,4.13,110.4,True
2009-08-19 14:40:00,994.96,27.54,301.14,11.98,38.05,36.85,14.02,22.83,8.81,14.09,1146.51,1.52,3.25,83.2,True
2009-08-19 14:50:00,994.82,27.69,301.3,11.98,37.73,37.18,14.03,23.15,8.82,14.1,1145.78,2.37,4.25,86.9,True
2009-08-19 15:00:00,994.75,27.77,301.38,11.81,37.13,37.35,13.87,23.48,8.72,13.94,1145.46,2.99,4.75,108.1,True
2009-08-19 15:10:00,994.66,27.94,301.56,11.87,36.92,37.72,13.93,23.8,8.76,14.0,1144.69,1.9,3.38,117.2,True
2009-08-19 15:20:00,994.63,27.98,301.6,11.93,36.96,37.81,13.98,23.84,8.79,14.05,1144.48,1.44,3.88,92.6,True
2009-08-19 15:30:00,994.52,28.02,301.65,11.99,37.04,37.9,14.04,23.86,8.83,14.12,1144.18,1.98,3.13,65.44,True
2009-08-19 15:40:00,994.46,28.11,301.75,11.89,36.6,38.1,13.94,24.15,8.77,14.02,1143.81,1.7,3.88,103.2,True
2009-08-19 15:50:00,994.4,28.67,302.32,12.22,36.2,39.36,14.25,25.11,8.96,14.33,1141.48,1.41,3.13,121.0,True
2009-08-19 16:00:00,994.35,28.64,302.29,12.22,36.27,39.29,14.25,25.04,8.96,14.33,1141.53,1.91,3.75,122.4,True
2009-08-19 16:10:00,994.26,28.67,302.33,12.3,36.39,39.36,14.32,25.03,9.01,14.4,1141.29,1.42,2.75,80.6,True
2009-08-19 16:20:00,994.25,28.65,302.31,12.28,36.4,39.31,14.31,25.0,9.0,14.39,1141.35,2.53,5.5,114.0,True
2009-08-19 16:30:00,994.18,28.78,302.44,12.37,36.33,39.61,14.39,25.22,9.05,14.47,1140.75,2.26,3.75,135.0,True
2009-08-19 16:40:00,994.16,28.72,302.39,12.33,36.37,39.47,14.36,25.12,9.03,14.44,1140.97,2.38,4.5,138.2,True
2009-08-19 16:50:00,994.13,28.51,302.18,12.34,36.83,38.99,14.36,24.63,9.03,14.45,1141.72,1.57,3.13,71.7,True
2009-08-19 17:00:00,994.02,28.56,302.24,12.58,37.3,39.11,14.59,24.52,9.18,14.67,1141.31,2.03,3.38,113.1,True
2009-08-19 17:10:00,993.97,28.83,302.51,12.64,36.87,39.72,14.65,25.08,9.22,14.73,1140.21,2.93,5.13,136.4,True
2009-08-19 17:20:00,993.9,28.85,302.54,12.81,37.24,39.77,14.81,24.96,9.32,14.9,1139.97,2.47,4.75,127.8,True
2009-08-19 17:30:00,993.91,28.92,302.61,12.79,37.04,39.93,14.79,25.14,9.31,14.88,1139.73,2.51,4.38,128.2,True
2009-08-19 17:40:00,993.86,28.68,302.37,12.81,37.62,39.38,14.81,24.57,9.32,14.91,1140.58,2.53,3.63,120.3,True
2009-08-19 17:50:00,993.82,28.66,302.36,12.79,37.62,39.33,14.8,24.54,9.31,14.89,1140.6,2.42,4.13,123.8,True
2009-08-19 18:00:00,993.78,28.57,302.27,12.63,37.42,39.13,14.64,24.49,9.22,14.73,1140.97,2.39,4.0,130.5,True
2009-08-19 18:10:00,993.77,28.6,302.3,12.98,38.21,39.2,14.98,24.22,9.43,15.07,1140.7,0.93,2.25,116.0,True
2009-08-19 18:20:00,993.77,28.23,301.93,13.01,39.11,38.37,15.0,23.36,9.45,15.1,1142.09,0.64,1.75,111.3,True
2009-08-19 18:30:00,993.77,27.49,301.19,12.65,39.88,36.75,14.65,22.09,9.22,14.75,1145.05,1.11,2.63,90.5,True
2009-08-19 18:40:00,993.77,27.19,300.89,12.45,40.07,36.11,14.47,21.64,9.11,14.56,1146.28,1.1,3.13,86.2,True
2009-08-19 18:50:00,993.77,26.89,300.59,12.51,40.95,35.48,14.53,20.95,9.14,14.62,1147.4,0.48,1.13,67.76,True
2009-08-19 19:00:00,993.86,26.65,300.34,12.47,41.41,34.98,14.49,20.5,9.12,14.58,1148.44,0.87,2.25,80.4,True
2009-08-19 19:10:00,993.94,26.55,300.23,12.06,40.54,34.78,14.1,20.68,8.87,14.18,1149.08,1.34,2.63,79.6,True
2009-08-19 19:20:00,994.01,26.51,300.19,11.8,39.96,34.69,13.86,20.83,8.72,13.95,1149.43,1.32,3.38,67.2,True
2009-08-19 19:30:00,994.06,26.33,300.0,11.75,40.24,34.33,13.81,20.51,8.69,13.9,1150.19,1.33,2.63,59.19,True
2009-08-20 10:00:00,994.34,26.51,300.16,15.23,49.97,34.69,17.34,17.36,10.92,17.44,1148.28,4.25,6.75,158.5,True
2009-08-20 10:10:00,994.26,26.94,300.59,15.26,48.8,35.58,17.36,18.22,10.94,17.46,1146.53,4.56,6.63,171.9,True
2009-08-20 10:20:00,994.17,27.1,300.76,15.27,48.38,35.92,17.38,18.54,10.94,17.48,1145.81,4.76,6.38,169.5,True
2009-08-20 10:30:00,994.13,27.49,301.16,15.39,47.66,36.75,17.51,19.23,11.03,17.62,1144.22,4.07,5.75,157.9,True
2009-08-20 10:40:00,994.03,27.86,301.54,15.53,47.05,37.55,17.67,19.88,11.13,17.77,1142.62,3.74,5.13,157.8,True
2009-08-20 10:50:00,993.91,28.25,301.94,15.51,45.95,38.41,17.65,20.76,11.12,17.76,1141.02,3.9,6.25,160.5,True
2009-08-20 11:00:00,993.86,28.45,302.14,15.57,45.6,38.86,17.72,21.14,11.16,17.83,1140.17,3.98,5.63,162.5,True
2009-08-20 11:10:00,993.77,28.47,302.17,15.54,45.44,38.9,17.68,21.23,11.14,17.79,1140.01,4.15,6.25,152.1,True
2009-08-20 11:20:00,993.7,28.87,302.58,15.51,44.31,39.81,17.64,22.17,11.12,17.75,1138.43,3.57,6.13,179.9,True
2009-08-20 11:30:00,993.63,29.44,303.15,15.64,43.24,41.15,17.79,23.35,11.21,17.91,1136.14,3.75,6.0,167.9,True
2009-08-20 11:40:00,993.52,29.49,303.21,15.55,42.89,41.26,17.7,23.57,11.16,17.81,1135.88,3.93,5.63,145.3,True
2009-08-20 11:50:00,993.39,29.39,303.12,15.18,42.12,41.03,17.28,23.75,10.89,17.4,1136.28,3.8,5.63,155.6,True
2009-08-20 12:00:00,993.28,29.8,303.54,15.2,41.18,42.01,17.3,24.71,10.9,17.42,1134.61,3.88,6.63,156.8,True
2009-08-20 12:10:00,993.27,29.88,303.63,15.12,40.78,42.2,17.21,24.99,10.85,17.33,1134.34,4.36,6.75,164.4,True
2009-08-20 12:20:00,993.19,30.2,303.95,15.18,40.21,42.98,17.28,25.7,10.9,17.4,1133.02,3.81,6.0,164.9,True
2009-08-20 12:30:00,993.06,30.38,304.14,15.22,39.88,43.42,17.32,26.11,10.92,17.44,1132.18,4.44,7.0,161.0,True
2009-08-20 12:40:00,993.05,30.65,304.42,15.28,39.44,44.1,17.39,26.71,10.97,17.51,1131.13,3.63,6.38,174.1,True
2009-08-20 12:50:00,992.98,30.73,304.5,15.44,39.66,44.3,17.57,26.73,11.08,17.69,1130.68,3.88,5.88,165.6,True
2009-08-20 13:00:00,992.91,30.85,304.63,15.44,39.39,44.61,17.57,27.04,11.08,17.7,1130.15,4.43,6.63,152.7,True
2009-08-20 13:10:00,992.84,30.8,304.59,15.37,39.32,44.48,17.49,26.99,11.03,17.61,1130.29,3.18,5.88,154.2,True
2009-08-20 13:20:00,992.68,30.97,304.77,15.5,39.28,44.91,17.64,27.27,11.13,17.77,1129.41,2.46,4.75,120.6,True
2009-08-20 13:30:00,992.54,31.29,305.1,15.4,38.32,45.73,17.53,28.21,11.06,17.66,1128.11,4.64,9.0,170.1,True
2009-08-20 13:40:00,992.45,31.31,305.13,15.44,38.38,45.79,17.57,28.21,11.09,17.71,1127.91,3.79,6.63,152.0,True
2009-08-20 13:50:00,992.31,31.73,305.56,15.65,37.98,46.89,17.81,29.08,11.24,17.95,1126.1,2.79,5.0,153.8,True
2009-08-20 14:00:00,992.17,31.92,305.77,15.34,36.82,47.4,17.45,29.94,11.01,17.59,1125.39,3.52,5.75,169.5,True
2009-08-20 14:10:00,991.99,32.28,306.14,15.37,36.17,48.37,17.49,30.87,11.04,17.64,1123.84,2.12,4.0,191.9,True
2009-08-20 14:20:00,991.87,32.58,306.45,15.59,36.05,49.19,17.73,31.46,11.2,17.88,1122.5,2.92,5.0,169.3,True
2009-08-20 14:30:00,991.79,32.27,306.15,14.99,35.31,48.34,17.07,31.27,10.78,17.21,1123.83,3.8,6.0,205.0,True
2009-08-20 14:40:00,991.73,32.16,306.05,14.7,34.86,48.04,16.75,31.29,10.57,16.89,1124.31,3.93,6.0,206.3,True
2009-08-20 14:50:00,991.68,32.22,306.11,14.85,35.09,48.21,16.92,31.29,10.68,17.06,1123.96,4.13,6.38,183.2,True
2009-08-20 15:00:00,991.64,32.52,306.41,14.47,33.67,49.03,16.51,32.52,10.42,16.65,1122.99,2.2,4.63,194.4,True
2009-08-20 15:10:00,991.5,32.77,306.68,14.44,33.14,49.72,16.48,33.24,10.4,16.62,1121.92,4.15,6.75,189.0,True
2009-08-20 15:20:00,991.37,32.56,306.48,14.03,32.65,49.14,16.04,33.09,10.13,16.18,1122.73,3.72,7.0,190.2,True
2009-08-20 15:30:00,991.31,32.48,306.4,13.59,31.87,48.92,15.59,33.33,9.84,15.73,1123.15,4.11,6.25,186.8,True
2009-08-20 15:40:00,991.25,32.74,306.67,13.65,31.53,49.64,15.65,33.99,9.88,15.79,1122.1,3.31,5.63,171.9,True
2009-08-20 15:50:00,991.22,32.93,306.86,13.52,30.93,50.17,15.52,34.65,9.79,15.65,1121.43,3.94,5.63,184.1,True
2009-08-20 16:00:00,991.19,32.81,306.75,13.06,30.22,49.83,15.06,34.77,9.5,15.19,1122.03,3.26,5.0,180.7,True
2009-08-20 16:10:00,991.13,32.98,306.92,13.7,31.2,50.31,15.7,34.61,9.91,15.84,1121.07,3.81,5.63,179.3,True
2009-08-20 16:20:00,991.07,32.77,306.72,13.32,30.8,49.72,15.31,34.41,9.67,15.45,1121.93,4.24,7.38,178.4,True
2009-08-20 16:30:00,991.05,32.67,306.62,13.2,30.74,49.44,15.2,34.24,9.59,15.34,1122.33,3.72,5.75,190.1,True
2009-08-20 16:40:00,990.96,32.79,306.75,13.25,30.63,49.78,15.25,34.53,9.63,15.39,1121.76,3.9,5.13,174.8,True
2009-08-20 16:50:00,990.89,32.63,306.59,13.21,30.83,49.33,15.21,34.12,9.6,15.35,1122.29,3.62,5.13,178.0,True
2009-08-20 17:00:00,990.78,32.58,306.55,13.38,31.25,49.19,15.37,33.82,9.71,15.52,1122.27,3.0,4.88,185.9,True
2009-08-20 17:10:00,990.69,32.87,306.85,13.64,31.28,50.0,15.64,34.36,9.88,15.79,1120.99,3.0,5.0,171.7,True
2009-08-20 17:20:00,990.59,32.82,306.81,13.69,31.46,49.86,15.69,34.17,9.91,15.83,1121.04,3.17,5.38,174.6,True
2009-08-20 17:30:00,990.54,32.56,306.55,13.79,32.14,49.14,15.79,33.34,9.98,15.94,1121.89,3.14,5.0,184.8,True
2009-08-20 17:40:00,990.47,32.59,306.59,13.6,31.69,49.22,15.6,33.62,9.85,15.75,1121.79,3.22,5.13,175.5,True
2009-08-20 17:50:00,990.4,32.46,306.46,13.96,32.67,48.86,15.96,32.9,10.09,16.12,1122.03,2.31,4.25,181.8,True
2009-08-20 18:00:00,990.33,32.14,306.15,13.96,33.27,47.99,15.97,32.02,10.09,16.12,1123.12,2.82,4.25,181.0,True
2009-08-20 18:10:00,990.24,31.83,305.85,14.05,34.05,47.16,16.06,31.1,10.15,16.21,1124.12,2.54,3.38,181.7,True
2009-08-20 18:20:00,990.21,31.27,305.29,13.93,34.88,45.68,15.93,29.75,10.07,16.09,1126.21,2.19,3.13,189.2,True
2009-08-20 18:30:00,990.13,30.94,304.96,13.79,35.23,44.83,15.8,29.04,9.98,15.95,1127.4,2.97,4.5,195.1,True
2009-08-20 18:40:00,990.18,30.88,304.9,13.64,35.01,44.68,15.64,29.04,9.89,15.8,1127.74,2.87,3.63,201.1,True
2009-08-20 18:50:00,990.09,30.81,304.84,13.63,35.12,44.5,15.63,28.87,9.88,15.79,1127.91,2.78,3.25,206.1,True
2009-08-20 19:00:00,990.09,30.67,304.7,13.62,35.37,44.15,15.62,28.53,9.87,15.77,1128.43,3.05,3.88,209.6,True
2009-08-20 19:10:00,990.09,30.44,304.47,13.67,35.95,43.57,15.66,27.91,9.9,15.82,1129.27,3.54,4.5,211.5,True
2009-08-20 19:20:00,990.09,30.24,304.27,13.75,36.57,43.08,15.75,27.32,9.96,15.91,1129.97,3.76,4.5,212.1,True
2009-08-20 19:30:00,990.09,29.97,303.99,13.84,37.35,42.42,15.84,26.57,10.01,16.0,1130.94,3.37,4.75,212.2,True
2009-08-20 19:40:00,990.1,29.58,303.6,13.88,38.29,41.48,15.88,25.6,10.04,16.04,1132.39,3.08,4.0,218.3,True
2009-08-20 19:50:00,990.19,29.01,303.02,13.94,39.74,40.14,15.95,24.19,10.08,16.11,1134.6,2.28,3.25,222.7,True
2009-08-20 20:00:00,990.21,28.78,302.79,13.94,40.27,39.61,15.95,23.66,10.08,16.11,1135.49,2.28,3.5,217.5,True
